assessmentId,SCI_NAME,Phylacine ,Phylogeny,,Total_Geo_Area_KM2,Current_Area_KM2,Extinct_Area_KM2,Scaled_Log_Current_Area_KM2,CurrentArea_TotalArea,Scaled_CurrentArea_TotalArea,Area.Method,Area.Source,Body_Mass_g,Scaled_Log_Mass_g,Mass.Method,Body_Mass_Source,Brain_mass_g,Scaled_Log_Brain_Mass_g,BrainMass_Method,BrainMass_Source,Generation_time_d,Scaled_Log_Generation_time_d,Generation_time_Method,Generation_time_Source,IUCN_Threats:,IUCNredlist_status,1_Residential_&_commercial_development,2_Agriculture_&_aquaculture,3_Energy_production_&_mining,4_Transportation_&_service_corridors,5_Biological_resource_use,6_Human_intrusions_&_disturbance,7_Natural_system_modifications,"8_Invasive_and_other_problematic_species,_genes_&_diseases",9_Pollution,10_Geological_events,11_Climate_change_&_severe_weather,12_Other_options
115096874,Hybomys_univittatus,Hybomys_univittatus,Hybomys_univittatus,,2274831.393,2274831.393,0,0.136662263,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,47.6,-0.143470923,Reported,PHYLACINE 1.2.1,1.07,-0.581340809,Imputed_825,COMBINE,598.3053755,-1.341975441,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
164578992,Hydrictis_maculicollis,Hydrictis_maculicollis,Lutra_maculicollis,,10448926.46,10448926.46,0,0.823923345,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,4000,-0.14171117,Reported,PHYLACINE 1.2.1,41.48144,0.673183244,Imputed_825,COMBINE,2725.440866,0.5922774,Imputed_825,COMBINE,,Near Threatened,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
50188841,Hyemoschus_aquaticus,Hyemoschus_aquaticus,Hyemoschus_aquaticus,,2543519.719,2543519.719,0,0.18698901,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,10850,-0.138661299,Reported,PHYLACINE 1.2.1,33.83,0.603247776,Imputed_825,COMBINE,1930.0898,0.152095812,Imputed_825,COMBINE,,Least Concern,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
100471546,Hylochoerus_meinertzhageni,Hylochoerus_meinertzhageni,Hylochoerus_meinertzhageni,,2311611.761,2310133.413,1478.348295,0.143604027,0.999360469,0.223832831,Extraction of polygon shapefile using R packages,IUCN Red List,188500,-0.059565007,Reported,PHYLACINE 1.2.1,223.4296237,1.250730832,Imputed_825,COMBINE,2283.2259,0.366434616,Imputed_825,COMBINE,,Least Concern,Yes,No,No,No,Yes,No,No,No,No,No,No,No
115097743,Hylomyscus_alleni,Hylomyscus_alleni,Hylomyscus_alleni,,1595046.276,1595046.276,0,-0.023367218,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,18.7,-0.143483791,Reported,PHYLACINE 1.2.1,0.601214557,-0.779062812,Imputed_825,COMBINE,508.6922323,-1.548960516,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
45973086,Hylomyscus_pamfi,Hylomyscus_pamfi,Hylomyscus_pamfi,,34137.93896,34137.93896,0,-1.756290025,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,25.7,-0.143480674,Reported,PHYLACINE 1.2.1,14.74898115,0.318504558,Imputed_825,COMBINE,2467.85007,0.465626916,Imputed_825,COMBINE,,Data Deficient,No,Yes,No,No,Yes,No,No,No,No,No,No,No
115098825,Hypsignathus_monstrosus,Hypsignathus_monstrosus,Hypsignathus_monstrosus,,2981998.115,2981998.115,0,0.258683713,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,335.1,-0.143342918,Reported,PHYLACINE 1.2.1,3.35,-0.189883202,Imputed_825,COMBINE,1663.15324,-0.037786687,Imputed_825,COMBINE,,Least Concern,No,Yes,No,No,Yes,No,No,No,No,No,No,No
22232484,Hystrix_cristata,Hystrix_cristata,Hystrix_cristata,,5973587.063,4947039.85,117.6905334,0.486868288,0.828152297,-0.849389094,Extraction of polygon shapefile using R packages,IUCN Red List,16250,-0.136257021,Reported,PHYLACINE 1.2.1,44.42253333,0.696678469,Imputed_825,COMBINE,2850.595131,0.649551156,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
45208640,Ichneumia_albicauda,Ichneumia_albicauda,Ichneumia_albicauda,,15685220.43,15684740.39,0,1.007026553,0.999969395,0.227649896,Extraction of polygon shapefile using R packages,IUCN Red List,3500,-0.141933788,Reported,PHYLACINE 1.2.1,25.71512727,0.509175795,Imputed_825,COMBINE,2533.886953,0.499313237,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
45212347,Ictonyx_libycus,Ictonyx_libycus,Ictonyx_libyca,,5490788.651,5490788.651,0,0.533877094,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,2062.5,-0.142573816,Reported,PHYLACINE 1.2.1,4.64128,-0.0780575,Imputed_825,COMBINE,792.66,-0.983142996,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,Yes,No,No,No,No
45212491,Ictonyx_striatus,Ictonyx_striatus,Ictonyx_striatus,,16683617.83,16683617.83,0,1.034857449,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,1300,-0.142913309,Reported,PHYLACINE 1.2.1,9.854086667,0.180179997,Imputed_825,COMBINE,1650.809155,-0.047290021,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,Yes,No,No,No,No
197517244,Jaculus_jaculus,Jaculus_jaculus,Jaculus_jaculus,,9366444.91,9366444.91,0,0.774623154,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,56.6,-0.143466916,Reported,PHYLACINE 1.2.1,1.53,-0.458683673,Imputed_825,COMBINE,919.8561,-0.793296625,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
22021700,Kerivoula_lanosa,Kerivoula_lanosa,Kerivoula_lanosa,,9637769.96,9637769.96,0,0.787495782,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,6.5,-0.143489223,Reported,PHYLACINE 1.2.1,0.22163356,-1.121343836,Imputed_825,COMBINE,2215.765676,0.32817613,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22023189,Kerivoula_smithii,Kerivoula_smithii,Kerivoula_smithii,,1122303.074,1122303.074,0,-0.181826472,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,13.1,-0.143486284,Reported,PHYLACINE 1.2.1,0.213983543,-1.133391875,Imputed_825,COMBINE,2200.565891,0.319395208,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
50189324,Kobus_ellipsiprymnus,Kobus_ellipsiprymnus,Kobus_ellipsiprymnus,,9743211.141,9743211.141,0,0.792400754,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,210000.3,-0.049992285,Reported,PHYLACINE 1.2.1,314,1.367449887,Imputed_825,COMBINE,3821.3904,1.023427956,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
50189609,Kobus_kob,Kobus_kob,Kobus_kob,,3180717.953,3159633.103,19454.93487,0.28476708,0.993371041,0.186287979,Extraction of polygon shapefile using R packages,IUCN Red List,78500.1,-0.108540995,Reported,PHYLACINE 1.2.1,204,1.219526604,Imputed_825,COMBINE,2600.267433,0.532301412,Imputed_825,COMBINE,,Least Concern,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
50358334,Kogia_breviceps,Kogia_breviceps,Kogia_breviceps,,0,0,0,NA,NA,NA,Extraction of polygon shapefile using R packages,IUCN Red List,431500,0.048627501,Reported,PHYLACINE 1.2.1,1012,1.768850553,Imputed_825,COMBINE,4380,1.197470925,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No
50359330,Kogia_sima,Kogia_sima,Kogia_sima,,0,0,0,NA,NA,NA,Extraction of polygon shapefile using R packages,IUCN Red List,183066.7,-0.061984111,Reported,PHYLACINE 1.2.1,622,1.601901229,Imputed_825,COMBINE,4380,1.197470925,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No
22102877,Lavia_frons,Lavia_frons,Lavia_frons,,8177447.077,8177447.077,0,0.713427707,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,23.9,-0.143481476,Reported,PHYLACINE 1.2.1,0.644,-0.755483175,Imputed_825,COMBINE,2129.286169,0.277390806,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
134928061,Lemniscomys_striatus,Lemniscomys_striatus,Lemniscomys_striatus,,4697147.621,4697147.621,0,0.463502412,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,41.6,-0.143473595,Reported,PHYLACINE 1.2.1,0.85,-0.660289929,Imputed_825,COMBINE,476.46485,-1.632451036,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
115177399,Lemniscomys_zebra,Lemniscomys_zebra,Lemniscomys_zebra,,4135670.017,4135670.017,0,0.406114965,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,36.1,-0.143476044,Reported,PHYLACINE 1.2.1,0.787281585,-0.686580409,Imputed_825,COMBINE,516.2602904,-1.530121802,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
156536762,Leptailurus_serval,Leptailurus_serval,Leptailurus_serval,,14005930.89,13710735.37,295098.8756,0.94639208,0.978923534,0.095723486,Extraction of polygon shapefile using R packages,IUCN Red List,12000,-0.138149277,Reported,PHYLACINE 1.2.1,59.02709091,0.794173891,Imputed_825,COMBINE,3018.0586,0.722373079,Imputed_825,COMBINE,,Least Concern,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
45194215,Lepus_victoriae,Lepus_victoriae,Lepus_microtis,,12158093.01,12158093.01,0,0.892215109,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,1750,-0.142712953,Reported,PHYLACINE 1.2.1,10.25,0.193690956,Imputed_825,COMBINE,936.7009204,-0.770147603,Imputed_825,COMBINE,,Least Concern,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
166607033,Lophocebus_albigena,Lophocebus_albigena,Lophocebus_albigena,,1545351.65,1545351.65,0,-0.037635074,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,6984.8,-0.140382228,Reported,PHYLACINE 1.2.1,96.08362769,0.961287395,Imputed_825,COMBINE,4682.9135,1.28277607,Imputed_825,COMBINE,,Vulnerable,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
115104961,Lophuromys_sikapusi,Lophuromys_sikapusi,Lophuromys_sikapusi,,3468939.638,3468939.638,0,0.326867102,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,74.1,-0.143459125,Reported,PHYLACINE 1.2.1,1.13,-0.562627502,Imputed_825,COMBINE,600.4311465,-1.337451095,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
223031019,Loxodonta_africana,Loxodonta_africana,Loxodonta_africana,,3420139.403,2545358.165,874781.2372,0.187314716,0.744226438,-1.375480056,Extraction of polygon shapefile using R packages,IUCN Red List,4400000,1.815549182,Reported,PHYLACINE 1.2.1,5277,2.335277921,Imputed_825,COMBINE,9125,2.13376108,Imputed_825,COMBINE,,Endangered,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
204404464,Loxodonta_cyclotis,Loxodonta_africana,Loxodonta_africana,,1786466.659,780526.5906,1005940.069,-0.345537127,0.436910808,-3.301894362,Extraction of polygon shapefile using R packages,IUCN Red List,3000000,1.192217859,Reported,Inferred from close relative,5277,2.335277921,From close relative,Inferred,9125,2.13376108,From close relative,Inferred,,Critically Endangered,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
46254734,Lupulella_adustus,Canis_adustus ,Canis_adustus ,,11584800.04,11584800.04,0,0.870441764,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,10250,-0.138928441,Reported,Inferred from Canis_adustus reclassed,53.93794286,0.763248914,Canis_adustus reclassed,Imputted,1549.637578,-0.127968049,Canis_adustus reclassed,Imputted,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
166502262,Lycaon_pictus,Lycaon_pictus,Lycaon_pictus,,1350911.894,1335440.82,0,-0.10344494,0.988547681,0.156052648,Extraction of polygon shapefile using R packages,IUCN Red List,22050.1,-0.133674604,Reported,PHYLACINE 1.2.1,133.8711619,1.075043828,Imputed_825,COMBINE,2034.717,0.219437817,Imputed_825,COMBINE,,Endangered,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No
22075133,Macronycteris_gigas,Hipposideros_gigas ,Hipposideros_gigas ,,3738628.058,3737995.276,632.7821921,0.360540824,0.999830745,0.226780765,Extraction of polygon shapefile using R packages,IUCN Red List,115.42,-0.143440728,Reported,Combine database,0.74475,-0.705629302,From close relative commersoni,Inferred,2470.35422,0.466920677,From close relative commersoni,Inferred,,Least Concern,No,No,No,No,Yes,Yes,No,No,No,No,No,No
22050985,Macronycteris_vittatus,Hipposideros_vittatus,Hipposideros_vittatus,,4347535.314,4347535.314,0,0.428635977,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,127.9,-0.143435171,Reported,Combine database,0.74475,-0.705629302,From close relative commersoni,Inferred,2470.35422,0.466920677,From close relative commersoni,Inferred,,Near Threatened,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No
115105434,Malacomys_edwardsi,Malacomys_edwardsi,Malacomys_edwardsi,,552821.3303,552821.3303,0,-0.501027564,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,65,-0.143463176,Reported,PHYLACINE 1.2.1,1.18,-0.547777034,Imputed_825,COMBINE,585.9289741,-1.368640048,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
115105564,Malacomys_longipes,Malacomys_longipes,Malacomys_longipes,,1242094.556,1242094.556,0,-0.136109741,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,95.6,-0.143449552,Reported,PHYLACINE 1.2.1,1.44,-0.479477447,Imputed_825,COMBINE,590.4842177,-1.358760967,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
17952490,Mandrillus_leucophaeus,Mandrillus_leucophaeus,Mandrillus_leucophaeus,,17743.97039,17743.97039,0,-2.051266149,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,15000,-0.136813567,Reported,PHYLACINE 1.2.1,126.3,1.055075565,Imputed_825,COMBINE,3650,0.964891841,Imputed_825,COMBINE,,Endangered,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
115107113,Mastomys_erythroleucus,Mastomys_erythroleucus,Mastomys_erythroleucus,,7655459.599,7655459.599,0,0.683693621,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,46.5,-0.143471413,Reported,PHYLACINE 1.2.1,1.060004079,-0.584560097,Imputed_825,COMBINE,565.1736789,-1.414647116,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22425905,Mastomys_huberti,Mastomys_huberti,Mastomys_huberti,,677224.8457,677224.8457,0,-0.409532779,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,55.3,-0.143467495,Reported,PHYLACINE 1.2.1,1.015339944,-0.599325665,Imputed_825,COMBINE,546.7529141,-1.456917278,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22425710,Mastomys_kollmannspergeri,Mastomys_kollmannspergeri,Mastomys_kollmannspergeri,,1654274.203,1654274.203,0,-0.006931835,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,94.7,-0.143449953,Reported,PHYLACINE 1.2.1,1.365152979,-0.497785212,Imputed_825,COMBINE,572.7540192,-1.397651258,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
115107375,Mastomys_natalensis,Mastomys_natalensis,Mastomys_natalensis,,17992859.1,17992859.1,0,1.068913081,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,36.4,-0.14347591,Reported,PHYLACINE 1.2.1,0.72,-0.71722154,Imputed_825,COMBINE,472.3582601,-1.643493384,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
84462595,Megaloglossus_azagnyi,Megaloglossus_azagnyi,Megaloglossus_azagnyi,,361043.2196,361043.2196,0,-0.693077979,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,26.9,-0.14348014,Reported,PHYLACINE 1.2.1,0.6795,-0.737078724,Imputed_825,COMBINE,1489.305097,-0.178626088,Imputed_825,COMBINE,,Least Concern,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No
166504706,Megaloglossus_woermanni,Megaloglossus_woermanni,Megaloglossus_woermanni,,3167461.398,3167461.398,0,0.285882558,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,15.7,-0.143485127,Reported,PHYLACINE 1.2.1,0.6795,-0.737078724,Imputed_825,COMBINE,1489.305097,-0.178626088,Imputed_825,COMBINE,,Least Concern,No,Yes,No,No,Yes,No,No,No,No,No,No,No
50362794,Megaptera_novaeangliae,Megaptera_novaeangliae,Megaptera_novaeangliae,,0,0,0,NA,NA,NA,Extraction of polygon shapefile using R packages,IUCN Red List,30000000,13.21360764,Reported,PHYLACINE 1.2.1,6439,2.403538688,Imputed_825,COMBINE,8030,1.970690025,Imputed_825,COMBINE,,Least Concern,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No
45210107,Mellivora_capensis,Mellivora_capensis,Mellivora_capensis,,38872282.41,38872282.41,0,1.416154327,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,8500,-0.139707605,Reported,PHYLACINE 1.2.1,77.85367333,0.889125998,Imputed_825,COMBINE,3570.785,0.93690183,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
50364253,Mesoplodon_densirostris,Mesoplodon_densirostris,Mesoplodon_densirostris,,0,0,0,NA,NA,NA,Extraction of polygon shapefile using R packages,IUCN Red List,2300000,0.880552198,Reported,PHYLACINE 1.2.1,1463,1.895263956,Imputed_825,COMBINE,6681.654942,1.736200946,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No
50365198,Mesoplodon_europaeus,Mesoplodon_europaeus,Mesoplodon_europaeus,,136706414.9,136706414.9,0,1.983038664,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,5600000,2.349833172,Reported,PHYLACINE 1.2.1,2149,2.027149095,Imputed_825,COMBINE,7914.610354,1.952226138,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No
22105391,Mimetillus_moloneyi,Mimetillus_moloneyi,Mimetillus_moloneyi,,3905884.426,3905884.426,0,0.380345894,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,8.8,-0.143488199,Reported,PHYLACINE 1.2.1,0.22002992,-1.123834594,Imputed_825,COMBINE,2285.571599,0.367744501,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22020564,Mops_ansorgei,Chaerephon_ansorgei ,Chaerephon_ansorgei ,,5966237.339,5966237.339,0,0.571312192,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,24,-0.143481431,Reported,"PHYLACINE, average size of known Genus",0.415,-0.906200889,"From close relative, average size of known Genus",Inferred,2112.374709,0.267218719,"From close relative, average size of known Genus",Inferred,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22020379,Mops_bemmeleni,Chaerephon_bemmeleni,Chaerephon_bemmeleni,,747746.5074,747746.5074,0,-0.364877883,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,24,-0.143481431,Reported,"PHYLACINE, average size of known Genus",0.415,-0.906200889,"From close relative, average size of known Genus",Inferred,2112.374709,0.267218719,"From close relative, average size of known Genus",Inferred,,Least Concern,No,Yes,No,No,Yes,No,No,No,No,No,No,No
22075549,Mops_brachypterus,Mops_brachypterus,Mops_brachypterus,,2034285.446,2034285.446,0,0.086282139,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,16,-0.143484993,Reported,PHYLACINE 1.2.1,0.431202836,-0.893064261,Imputed_825,COMBINE,2119.204164,0.271336342,Imputed_825,COMBINE,,Least Concern,No,Yes,No,No,Yes,No,No,No,No,No,No,No
22075340,Mops_condylurus,Mops_condylurus,Mops_condylurus,,9828146.543,9828146.543,0,0.796313379,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,28.4,-0.143479472,Reported,PHYLACINE 1.2.1,0.42225,-0.900260594,Imputed_825,COMBINE,1655.047975,-0.044018695,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22075708,Mops_demonstrator,Mops_demonstrator,Mops_demonstrator,,1968960.696,1968960.696,0,0.071569121,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,23.5,-0.143481654,Reported,PHYLACINE 1.2.1,0.273573745,-1.049128253,Imputed_825,COMBINE,2121.843499,0.272924099,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
22018874,Mops_major,Chaerephon_major,Chaerephon_major,,1913042.223,1912662.223,380.0003235,0.058492021,0.999801364,0.22659659,Extraction of polygon shapefile using R packages,IUCN Red List,24,-0.143481431,Reported,"PHYLACINE, average size of known Genus",0.415,-0.906200889,"From close relative, average size of known Genus",Inferred,2112.374709,0.267218719,"From close relative, average size of known Genus",Inferred,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22079278,Mops_midas,Mops_midas,Mops_midas,,466200.748,466200.748,0,-0.577849377,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,45.2,-0.143471992,Reported,PHYLACINE 1.2.1,0.529355432,-0.8227229,Imputed_825,COMBINE,1710.325921,-0.002108444,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,Yes,No,No,No,No,No,No
22079835,Mops_nanulus,Mops_nanulus,Mops_nanulus,,2882591.344,2882591.344,0,0.243400393,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,9.2,-0.143488021,Reported,PHYLACINE 1.2.1,0.261163215,-1.065051894,Imputed_825,COMBINE,1200.673685,-0.453436021,Imputed_825,COMBINE,,Least Concern,No,Yes,No,No,Yes,No,No,No,No,No,No,No
22018693,Mops_nigeriae,Chaerephon_nigeriae,Chaerephon_nigeriae,,4937926.961,4937926.961,0,0.486037139,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,24,-0.143481431,Reported,"PHYLACINE, average size of known Genus",0.415,-0.906200889,"From close relative, average size of known Genus",Inferred,2112.374709,0.267218719,"From close relative, average size of known Genus",Inferred,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22018113,Mops_pumilus,Chaerephon_pumilus,Chaerephon_pumilus,,7618635.866,7618635.866,0,0.681520065,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,24,-0.143481431,Reported,"PHYLACINE, average size of known Genus",0.415,-0.906200889,"From close relative, average size of known Genus",Inferred,2112.374709,0.267218719,"From close relative, average size of known Genus",Inferred,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22077236,Mops_thersites,Mops_thersites,Mops_thersites,,2344080.7,2344080.7,0,0.150180063,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,22,-0.143482322,Reported,PHYLACINE 1.2.1,0.445280838,-0.882045092,Imputed_825,COMBINE,1691.173355,-0.016474045,Imputed_825,COMBINE,,Least Concern,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
22077590,Mops_trevori,Mops_trevori,Mops_trevori,,474808.5036,474808.5036,0,-0.569602189,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,28.9,-0.143479249,Reported,PHYLACINE 1.2.1,0.469712282,-0.863724107,Imputed_825,COMBINE,2110.647707,0.266175364,Imputed_825,COMBINE,,Data Deficient,No,Yes,No,No,Yes,No,No,No,No,No,No,No
45199653,Mungos_gambianus,Mungos_gambianus,Mungos_gambianus,,1838153.542,1838153.542,0,0.040580353,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,1500,-0.142824262,Reported,PHYLACINE 1.2.1,12.83568635,0.2708476,Imputed_825,COMBINE,1274.34,-0.377476491,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
45208886,Mungos_mungo,Mungos_mungo,Mungos_mungo,,11318629.25,11318629.25,0,0.859963794,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,1925,-0.142635036,Reported,PHYLACINE 1.2.1,11.05013333,0.219471895,Imputed_825,COMBINE,1719.88,0.004997674,Imputed_825,COMBINE,,Least Concern,No,No,No,No,Yes,No,No,No,No,No,No,No
22404540,Mus_haussa,Mus_haussa,Mus_haussa,,2728303.814,2728303.814,0,0.218603007,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,4.2,-0.143490247,Reported,PHYLACINE 1.2.1,0.389824998,-0.92766555,Imputed_825,COMBINE,459.5695732,-1.678506726,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22404663,Mus_musculoides,Mus_musculoides,Mus_musculoides,,5437648.086,2808306.819,2629341.267,0.231631383,0.516456154,-2.803262735,Extraction of polygon shapefile using R packages,IUCN Red List,5.6,-0.143489623,Reported,PHYLACINE 1.2.1,0.37,-0.945567998,Imputed_825,COMBINE,453.478271,-1.69552775,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22406874,Mus_setulosus,Mus_setulosus,Mus_setulosus,,1129769.495,1129769.495,0,-0.178837448,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,11.1,-0.143487175,Reported,PHYLACINE 1.2.1,0.421893433,-0.900550355,Imputed_825,COMBINE,464.0305985,-1.666183719,Imputed_825,COMBINE,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
22073874,Myonycteris_angolensis,Lissonycteris_angolensis ,Myonycteris_angolensis,,9707095.446,9408626.033,298469.4126,0.776648667,0.969252449,0.035100092,Extraction of polygon shapefile using R packages,IUCN Red List,74.6,-0.143458902,Reported,"Phylacine, Lissonycteris_angolensis reclassed",1.1585,-0.554084103,From close relative leptodon,Inferred,2694.406172,0.577668154,From close relative leptodon,Inferred,,Least Concern,No,No,No,No,No,No,No,No,No,No,No,No
166525357,Myonycteris_leptodon,Myonycteris_leptodon,Myonycteris_torquata ,,941727.3767,941727.3767,0,-0.260903922,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,42.9,-0.143473016,Reported,PHYLACINE 1.2.1,1.1585,-0.554084103,Imputed_825,COMBINE,2694.406172,0.577668154,Imputed_825,COMBINE,,Least Concern,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No
22046293,Myopterus_whitleyi,Myopterus_whitleyi,Myopterus_whitleyi,,1939688.053,1939688.053,0,0.064816986,1,0.227841744,Extraction of polygon shapefile using R packages,IUCN Red List,11.5,-0.143486997,Reported,PHYLACINE 1.2.1,0.41108549,-0.909451537,Imputed_825,COMBINE,2082.091913,0.248798728,Imputed_825,COMBINE,,Least Concern,No,Yes,No,No,Yes,No,No,No,No,No,No,No
